Gene_Symbol	Probe_Id
SDC1	ILMN_1815308
PSPH	ILMN_1776105
PSPH	ILMN_2147114
LOC730351	ILMN_3220532
SPTB	ILMN_1782845
CST8	ILMN_1765103
ZNF646	ILMN_1675479
CRISPLD2	ILMN_1790689
APBB2	ILMN_1716790
LOC644517	ILMN_3231314
PLXNA3	ILMN_1719972
AXIN1	ILMN_1692967
ECT2L	ILMN_1706193
OR4M1	ILMN_2064090
AES	ILMN_1712944
LAD1	ILMN_1664065
SLC35B4	ILMN_1697959
HIST1H4K	ILMN_1662359
KIAA1128	ILMN_1742124
C19orf20	ILMN_1663349
HSPA14	ILMN_1797318
LOC100133803	ILMN_3220331
LOC399746	ILMN_1706287
TMEM151	ILMN_1675767
LOC391013	ILMN_1659370
NOL7	ILMN_1803853
LOC401101	ILMN_1813714
PSMG2	ILMN_2088410
LOC23117	ILMN_1749836
BTNL3	ILMN_1663749
HTR4	ILMN_1676350
HTR4	ILMN_1786080
IFNA7	ILMN_2186745
IFNA7	ILMN_1776023
FAM13C1	ILMN_2409055
FAM13C1	ILMN_2295280
BUB3	ILMN_2245180
LOC648089	ILMN_1733879
LOC400221	ILMN_1776956
MAPK15	ILMN_1768506
LOC730743	ILMN_3247132
FLJ14712	ILMN_1699275
HNRPH1	ILMN_2101920
HNRPH1	ILMN_2101928
SFN	ILMN_1806607
USP22	ILMN_1666609
CAMKK1	ILMN_1715372
TCTEX1D4	ILMN_1774476
HIPK4	ILMN_1715659
LOC100129268	ILMN_3263940
CSH1	ILMN_1691937
SFXN1	ILMN_2205935
LOC728825	ILMN_1667970
DSCR9	ILMN_1785896
LOC730101	ILMN_3305735
LOC652100	ILMN_1667979
LOC648274	ILMN_1695746
BIRC6	ILMN_1801605
SPATA5L1	ILMN_1729179
TRIM69	ILMN_2381834
LOC100128035	ILMN_3179562
LOC100128035	ILMN_3256024
AIG1	ILMN_1797974
LOC650369	ILMN_1683664
MSMB	ILMN_1699243
MSMB	ILMN_1790906
SLC4A3	ILMN_1810346
LOC648364	ILMN_1673339
RGS12	ILMN_1722834
MIR302F	ILMN_3309939
LOC728755	ILMN_3297118
FUT8	ILMN_1741422
TGIF1	ILMN_1656761
RTKN2	ILMN_1740606
ZDHHC4	ILMN_1683544
C19orf35	ILMN_1674926
ADRA1A	ILMN_1709167
DPYD	ILMN_1795715
NDUFA2	ILMN_3243890
HSPB3	ILMN_1720710
NMUR1	ILMN_1729287
LOC646283	ILMN_1702450
WDR20	ILMN_2361324
FAM35A	ILMN_1724309
LOC642536	ILMN_1665365
MIR934	ILMN_3308793
PCDHA2	ILMN_1656033
LOC100131218	ILMN_3247582
LOC339766	ILMN_1764457
LOC648814	ILMN_1658044
PXN	ILMN_1684440
SSU72	ILMN_1664956
LOC642832	ILMN_1666418
GOT2	ILMN_1801348
MRPL45	ILMN_1748650
MRPL45	ILMN_1808301
RPL18	ILMN_2230624
LOC152195	ILMN_1716468
LOC653741	ILMN_1764693
SIRT7	ILMN_2077858
HOXB1	ILMN_1718079
EXOSC4	ILMN_1745271
LOC100128010	ILMN_3187545
TMOD1	ILMN_1736911
RAB12	ILMN_1670666
LOC100132147	ILMN_3248406
LOC645685	ILMN_3295558
SOHLH2	ILMN_1798615
SOHLH2	ILMN_2194355
LOC645177	ILMN_1661580
LOC729768	ILMN_3228595
TMEM111	ILMN_3240187
DDX59	ILMN_1748077
LOC100128653	ILMN_3263243
LOC100128653	ILMN_3186782
LOC100130217	ILMN_3231935
CMKLR1	ILMN_1673030
ANKRD13D	ILMN_1660183
AKAP3	ILMN_1808905
DYX1C1	ILMN_1731025
ADCY3	ILMN_1676893
HTR3E	ILMN_1778277
SC5DL	ILMN_1677607
LOC646561	ILMN_1792979
CSNK1G3	ILMN_1652024
MGC3032	ILMN_1710413
MGC3032	ILMN_1722752
MGC3032	ILMN_1862180
LOC643283	ILMN_1673607
ACRBP	ILMN_1784203
LOC440348	ILMN_2147105
LOC100132199	ILMN_3289730
OGT	ILMN_2364828
TANK	ILMN_2372773
TANK	ILMN_1793849
C5orf38	ILMN_1695852
LOC100129165	ILMN_3272441
LOC400590	ILMN_1671190
CTGF	ILMN_1699829
IMPDH1	ILMN_2388363
ZNF609	ILMN_1799082
SEPT14	ILMN_1798053
LOC641942	ILMN_2188405
RGL3	ILMN_2074801
BATF3	ILMN_1763207
DGAT2	ILMN_1681520
LOC388564	ILMN_1748827
LOC642166	ILMN_1711969
LOC100133506	ILMN_3246875
IL15RA	ILMN_1759958
LOC100130833	ILMN_3241675
KCNQ1DN	ILMN_1757119
LOC100132483	ILMN_3238921
LOC643339	ILMN_1727852
LOC388907	ILMN_3207694
LOC100130852	ILMN_3186158
LOC100130852	ILMN_3232447
LOC400036	ILMN_3283965
LOC400036	ILMN_3207454
MED8	ILMN_1736847
LOC644243	ILMN_1678906
LOC647371	ILMN_1758343
RNPC3	ILMN_1783026
RNPC3	ILMN_2150284
ZNF192	ILMN_1811755
TEK	ILMN_2066151
CUL3	ILMN_1653670
LOC401351	ILMN_1768286
ABCC12	ILMN_1762093
LOC643566	ILMN_1790589
LOC342933	ILMN_1717059
LOC645762	ILMN_3243334
SORBS1	ILMN_2266224
TST	ILMN_1691572
VNN2	ILMN_1692546
LOC100134708	ILMN_3245130
LOC644717	ILMN_1673644
LRP8	ILMN_1677765
LOC644929	ILMN_1743246
LOC100133910	ILMN_3249321
TMEM199	ILMN_1748481
CANX	ILMN_1762825
TINAGL1	ILMN_1807169
LOC400464	ILMN_3307611
LOC644828	ILMN_1664552
LOC728127	ILMN_1669981
LOC728127	ILMN_1698369
LTBR	ILMN_1667476
SRD5A2L2	ILMN_1781280
FAM195A	ILMN_1730523
ITGA5	ILMN_1792679
FLJ22447	ILMN_1705207
TMEM115	ILMN_1712035
LOC100132302	ILMN_3235031
LOC100134412	ILMN_3239694
LOC100129924	ILMN_3269904
LOC643847	ILMN_1666985
IDH3G	ILMN_1802706
IDH3G	ILMN_1682762
ACTR8	ILMN_1689162
FES	ILMN_1693650
LOC642902	ILMN_1703077
LOC646897	ILMN_1693225
LOC644150	ILMN_1651253
LOC645241	ILMN_1671585
SCML1	ILMN_2340908
SCML1	ILMN_1776653
SCML1	ILMN_2257377
MAGOHB	ILMN_1676058
GLRB	ILMN_1669631
LOC642820	ILMN_1651221
TSPAN16	ILMN_1743465
CACNA1A	ILMN_2340815
LOC728481	ILMN_1700674
LOC653092	ILMN_1677552
LOC645405	ILMN_3211630
LOC344328	ILMN_3290627
C5orf42	ILMN_2232494
XKRY	ILMN_1697937
LOC389404	ILMN_3200661
LOC389404	ILMN_3277137
FABP12	ILMN_3248038
LOC653203	ILMN_1698523
LOC653203	ILMN_1652761
LOC653203	ILMN_1661715
LOC653203	ILMN_1688817
LOC649540	ILMN_1673630
LOC100132153	ILMN_3287784
ATPBD1B	ILMN_1721741
CST9	ILMN_1702372
C20orf175	ILMN_1791248
LOC729041	ILMN_3304917
LOC100132944	ILMN_3234349
SLC17A2	ILMN_1773586
EIF2AK1	ILMN_3250614
LOC441773	ILMN_1771757
DGCR11	ILMN_3236211
DOCK10	ILMN_1702301
LOC220729	ILMN_1711845
LOC220729	ILMN_1701392
LOC647363	ILMN_1737849
TM4SF18	ILMN_2169966
LIPL2	ILMN_2176693
LOC100128825	ILMN_3270559
ALS2CL	ILMN_1700596
ALS2CL	ILMN_1702322
LOC100128542	ILMN_3234197
TMEM208	ILMN_3239055
SERPINB7	ILMN_1767685
SERPINB7	ILMN_2395139
LOC642623	ILMN_3206537
LOC653479	ILMN_1713862
DDX11	ILMN_2260120
DDX11	ILMN_2345908
KRTAP23-1	ILMN_1666823
LOC283104	ILMN_1743040
MUC2	ILMN_2205622
PIK4CA	ILMN_1790875
LOC653079	ILMN_3215954
LOC100131542	ILMN_3294114
GNAT1	ILMN_1750901
FLT3	ILMN_1766363
LOC440354	ILMN_2184007
LOC440354	ILMN_1782377
LOC100131308	ILMN_3200652
PNPLA6	ILMN_1799614
LOC388444	ILMN_3237428
ROBO4	ILMN_1665449
PPHLN1	ILMN_1805788
RFFL	ILMN_1753819
RFFL	ILMN_1743356
FAM114A1	ILMN_1694070
TAS2R8	ILMN_2107040
TAS2R8	ILMN_1807159
LOC729123	ILMN_3221790
MIR1295	ILMN_3309264
FLJ32011	ILMN_1723834
C17orf58	ILMN_2398926
MIR552	ILMN_3308838
HTATIP2	ILMN_1664303
FLOT2	ILMN_1726222
LSS	ILMN_1715024
LSS	ILMN_1658271
TRERF1	ILMN_1666556
TRERF1	ILMN_1792076
TRERF1	ILMN_1690891
LOC100128729	ILMN_3261747
ZIC2	ILMN_1696339
CIITA	ILMN_1773363
RGS18	ILMN_2101278
LOC100131778	ILMN_3291828
MYCT1	ILMN_2160906
MYCT1	ILMN_1750225
LOC650673	ILMN_1744102
LOC654165	ILMN_1663495
CCDC101	ILMN_1701477
CCDC101	ILMN_1684789
MGC70863	ILMN_1772081
RBM18	ILMN_1802355
RBM18	ILMN_2222872
LOC388849	ILMN_1676043
LOC647025	ILMN_1711756
BOLL	ILMN_2329759
LOX	ILMN_1695880
KIAA1429	ILMN_1741841
BIRC5	ILMN_2349459
PKD2	ILMN_2052891
RCADH5	ILMN_3221865
LOC653564	ILMN_1663121
SAP30	ILMN_1700896
FLJ42875	ILMN_1732000
LOC653418	ILMN_1689510
VAPB	ILMN_1678459
HBII-52-45	ILMN_3310085
STIM2	ILMN_1738449
LOC100128648	ILMN_3254040
HSD17B7P2	ILMN_1760506
CHCHD3	ILMN_1673026
ATP6V1H	ILMN_1689473
LOC652330	ILMN_3205030
LOC652330	ILMN_3231654
OR4K2	ILMN_2126461
OR4K2	ILMN_1690004
MEN1	ILMN_2340877
ASCC3	ILMN_1797656
LOC651965	ILMN_1784154
LOC100131391	ILMN_3278879
SNORA64	ILMN_1709604
LOC642843	ILMN_1654663
FAM126B	ILMN_2076484
TLR5	ILMN_1722981
NFATC3	ILMN_1685810
NAGLU	ILMN_1694980
LOC100131225	ILMN_3203724
BAG4	ILMN_1727996
BAG4	ILMN_2221014
LOC100129786	ILMN_3266783
LOC728792	ILMN_3240671
LOC644019	ILMN_1719949
CNN2	ILMN_1770290
LOC647859	ILMN_1697504
LOC647499	ILMN_1709707
SPOCK2	ILMN_1656287
PC	ILMN_1734568
NOSTRIN	ILMN_1670099
PLEKHG4B	ILMN_1702020
RPS12	ILMN_1782621
TNP2	ILMN_1795250
GGTLC1	ILMN_1651236
PRSS38	ILMN_1786524
C15orf34	ILMN_3268535
NAMPT	ILMN_1753111
NAMPT	ILMN_1653871
PSAT1	ILMN_1712563
PSMA4	ILMN_1682098
PSMA4	ILMN_2198376
LOC645335	ILMN_1803201
LOC100133911	ILMN_3242888
MIR548A1	ILMN_3310683
TTC35	ILMN_1777366
FMNL3	ILMN_1692678
PPP4R1	ILMN_2345512
PPP4R1	ILMN_1724544
XKRY2	ILMN_3246624
GZMK	ILMN_1710734
CARD17	ILMN_3238525
CARD17	ILMN_1707979
MIR557	ILMN_3309269
CERKL	ILMN_1801091
VSX1	ILMN_1680015
LOC643697	ILMN_1653347
DKFZp686J0529	ILMN_1764070
DNASE2B	ILMN_1760361
LOC100133655	ILMN_3240993
OR6C2	ILMN_1800182
SKIV2L2	ILMN_1651513
PDE5A	ILMN_2282729
ATL1	ILMN_3181411
INPP5E	ILMN_1811301
LOC100133835	ILMN_3214945
MAP3K4	ILMN_1678087
MAP3K4	ILMN_1800171
FBXO16	ILMN_1715823
ZNF527	ILMN_1707816
NDUFB10	ILMN_1811754
PPP2R5B	ILMN_2124082
TCEB3CL2	ILMN_3237433
STXBP2	ILMN_2159453
C18orf34	ILMN_1673320
PPFIA1	ILMN_1800164
LOC652513	ILMN_1707151
MGC35030	ILMN_1670545
NUB1	ILMN_1665291
NUB1	ILMN_2150661
LOC647719	ILMN_1725963
LOC100132838	ILMN_3238331
LOC441098	ILMN_1766345
SIPA1	ILMN_2415536
NNT	ILMN_2254994
NNT	ILMN_1806634
NNT	ILMN_2336647
GOLGA3	ILMN_1733511
SYNGR1	ILMN_1668313
MARS	ILMN_1799819
LOC646493	ILMN_3245712
MAN2B2	ILMN_1768510
CCDC28A	ILMN_1798659
LOC641721	ILMN_1672112
SNORD50B	ILMN_3247444
LOC644669	ILMN_1687123
INCENP	ILMN_2355738
FAM129A	ILMN_1810725
SNORA32	ILMN_2085525
MFNG	ILMN_1764577
EPRS	ILMN_1783695
DUSP6	ILMN_1677466
ILK	ILMN_1732827
ARP11	ILMN_3185198
MSL3L1	ILMN_1713156
DPP6	ILMN_1725379
LOC390551	ILMN_1690954
NARG1	ILMN_1669142
COX8C	ILMN_1744432
ZNF623	ILMN_1738046
LOC441847	ILMN_1682454
CD8A	ILMN_1760374
LOC391359	ILMN_3284222
LDHC	ILMN_1745043
LDHC	ILMN_1727748
ALX3	ILMN_1729325
AHCY	ILMN_1657862
SLC39A6	ILMN_2143566
FLJ45445	ILMN_2131022
FLJ45445	ILMN_1702241
MIR761	ILMN_3310118
DUSP19	ILMN_1722492
CTU2	ILMN_1676406
CTU2	ILMN_1779184
LOC285444	ILMN_1801116
MIR1183	ILMN_3310855
EDARADD	ILMN_1761820
EDARADD	ILMN_1754592
CPT1A	ILMN_1710052
CPT1A	ILMN_1696316
LOC643700	ILMN_1791420
LOC642223	ILMN_1679169
LOC649686	ILMN_1747297
IARS2	ILMN_1671207
MIR591	ILMN_3309069
MIR200C	ILMN_3308951
LOC100129278	ILMN_3253314
LOC100129278	ILMN_3176853
LOC390874	ILMN_1787469
KIAA2026	ILMN_2106227
THRA	ILMN_1661683
THRA	ILMN_1718182
LOC646999	ILMN_1671646
CAPN10	ILMN_2252186
CAPN10	ILMN_2331553
RHCE	ILMN_1770591
LOC100129743	ILMN_3269006
SFRS7	ILMN_1778836
SLC25A20	ILMN_1783060
FOXRED1	ILMN_1762312
LOC649021	ILMN_1689755
LOC645263	ILMN_3280442
LOC100128221	ILMN_3270429
FAM53B	ILMN_2053490
DKFZP686C2281	ILMN_1659224
CXXC4	ILMN_1763657
LOC389435	ILMN_1704315
LOC647589	ILMN_1758649
ADCY8	ILMN_1754440
BACH1	ILMN_1681583
SLCO6A1	ILMN_1761717
LOC440434	ILMN_1656402
YRDC	ILMN_2061732
YRDC	ILMN_1736008
KIAA1524	ILMN_1728225
KIAA1524	ILMN_2099045
MUC17	ILMN_1724375
CCRN4L	ILMN_1689378
RPLP1	ILMN_2386530
PTGER2	ILMN_1703926
IL17A	ILMN_1774983
C9orf3	ILMN_1674629
DNAJB12	ILMN_1712929
HBA1	ILMN_3240144
FAM60A	ILMN_3196019
LOC650751	ILMN_1689324
OR11H6	ILMN_1752218
RDH14	ILMN_1705469
LOC401895	ILMN_1766600
ATAD2B	ILMN_3235282
ZC3H12A	ILMN_1672295
ERG	ILMN_1768301
LOC100128889	ILMN_3262020
GNRH1	ILMN_1745991
CPT1A	ILMN_1687589
TSC1	ILMN_2246510
TSC1	ILMN_1758378
TSC1	ILMN_1797367
BEST3	ILMN_2410182
LOC642207	ILMN_1744618
ZNF143	ILMN_1674399
LOC647588	ILMN_3248786
WNT1	ILMN_1814443
LOC441326	ILMN_1664937
LOC441326	ILMN_1675099
ACBD6	ILMN_1684271
KIF23	ILMN_1716553
BMP1	ILMN_1800776
LOC643998	ILMN_1735065
STMN2	ILMN_2126038
STMN2	ILMN_1795679
TPH2	ILMN_1734352
LOC389669	ILMN_1651281
SEPT2	ILMN_2365711
SNTA1	ILMN_1753241
TTBK2	ILMN_1705834
SNX8	ILMN_1804051
ID4	ILMN_1721758
BMPR1A	ILMN_2095577
LIPI	ILMN_1805609
SH3BP5	ILMN_1675898
GOLIM4	ILMN_3245116
SMCR8	ILMN_1794147
LOC652672	ILMN_1782685
FLJ12334	ILMN_1775664
CRABP2	ILMN_1690170
LOC643918	ILMN_1654474
LOC643918	ILMN_1674694
CD82	ILMN_1662973
JAKMIP2	ILMN_1702320
TPSG1	ILMN_1769219
LOC100131774	ILMN_3289287
LOC649757	ILMN_1696720
LOC100129778	ILMN_3262761
KLHL28	ILMN_3251605
KLHL28	ILMN_1693401
TRAF3IP2	ILMN_1694061
TRAF3IP2	ILMN_1701514
ARL2BP	ILMN_1755391
GAB1	ILMN_2405534
LOC729078	ILMN_3228662
C20orf194	ILMN_1689585
MIIP	ILMN_1783843
LOC653715	ILMN_1689484
AURKB	ILMN_1684217
BCCIP	ILMN_1758090
ZSCAN21	ILMN_1789410
LOC100129837	ILMN_3176828
NDUFA3	ILMN_1784641
LOC100131579	ILMN_3209330
GPNMB	ILMN_2407389
PNN	ILMN_1721703
CLASP1	ILMN_1700507
LOC100101266	ILMN_1691662
LOC100101266	ILMN_1658405
ANO7	ILMN_1732948
KLK6	ILMN_1780255
LOC641987	ILMN_1695858
LOC100130701	ILMN_3268246
LOC100190940	ILMN_3247177
LOC652563	ILMN_1747311
LOC100132390	ILMN_3200212
CT47A1	ILMN_2095078
CT47A1	ILMN_1673271
HAND2	ILMN_2064902
LOC728500	ILMN_3227955
FAM71F1	ILMN_1659464
RAB10	ILMN_1793433
TMEM138	ILMN_1664761
LOC647034	ILMN_1750592
ATG9B	ILMN_1734655
CCDC39	ILMN_3239045
NEUROD2	ILMN_1908654
PRDM1	ILMN_2414165
PRDM1	ILMN_2298159
PRDM1	ILMN_1655077
SRPK1	ILMN_1798804
KCNF1	ILMN_1671392
C3orf60	ILMN_1672336
C3orf60	ILMN_1691557
LOC100130311	ILMN_3183069
TBC1D3I	ILMN_3235694
KANK1	ILMN_1773427
KANK1	ILMN_1706031
ABTB1	ILMN_1802096
FLJ11292	ILMN_1695562
LOC730396	ILMN_3241391
PPAPDC3	ILMN_1690839
LOC728503	ILMN_3299923
PPARA	ILMN_2362847
PPARA	ILMN_1659346
PPARA	ILMN_1700488
MT1A	ILMN_1691156
PRPF18	ILMN_1807243
RCVRN	ILMN_1736453
LOC645139	ILMN_1780559
HDAC1	ILMN_1727458
FBXO42	ILMN_1756874
LOC649442	ILMN_1786068
JARID1D	ILMN_1685690
C22orf40	ILMN_2325112
C22orf40	ILMN_1660379
PABPC4L	ILMN_3241262
PI15	ILMN_2071446
PI15	ILMN_1661895
SPC25	ILMN_2149400
SPC25	ILMN_1814281
POLR1E	ILMN_2110167
POLR1E	ILMN_1678934
LOC345051	ILMN_1811453
LOC100129346	ILMN_3180628
COPZ1	ILMN_1728535
LOC647044	ILMN_1733175
DAPK2	ILMN_1791847
CLIC1	ILMN_1756982
ACP1	ILMN_1669633
STK10	ILMN_1651692
PRKCZ	ILMN_2386982
C11orf49	ILMN_1796440
GPD2	ILMN_2105643
LOC100128683	ILMN_3181828
SLC6A6	ILMN_1673586
RAB28	ILMN_2410864
ZNF658	ILMN_1808171
KCNQ1	ILMN_2409520
KCNQ1	ILMN_1656079
KRT1	ILMN_1735712
SCRIB	ILMN_1695181
SNORA21	ILMN_3244343
LOC100130008	ILMN_3191596
LOC100130008	ILMN_3268067
GPER	ILMN_1665435
GPER	ILMN_1795298
GPER	ILMN_2384056
PTPN23	ILMN_1654318
LOC441687	ILMN_3289499
PTH2	ILMN_1673553
RPF2	ILMN_1664167
GPR148	ILMN_1703183
LOC100134327	ILMN_3246565
LOC642559	ILMN_1679060
DCUN1D1	ILMN_2043865
PSMD13	ILMN_1704404
LOC100127904	ILMN_3273078
LOC100130829	ILMN_3238471
RPS29	ILMN_1694742
RPS29	ILMN_1738243
C21orf33	ILMN_2386205
SLC30A2	ILMN_1785549
RAB2A	ILMN_1652394
LOC100127905	ILMN_3181333
DCTN6	ILMN_1744059
C16orf62	ILMN_1729450
ACMSD	ILMN_1727091
LOC729225	ILMN_3229889
LPAR4	ILMN_1670692
LOC154449	ILMN_1762305
LOC100128667	ILMN_3261175
C10orf119	ILMN_1761411
LOC100129660	ILMN_3254278
RNF41	ILMN_1700345
MIR200A	ILMN_3308803
C17orf60	ILMN_1747347
ANKRD40	ILMN_1758846
LOC392501	ILMN_3274711
LOC644613	ILMN_1651292
LOC653541	ILMN_1764037
ARL16	ILMN_1679917
ARL16	ILMN_2188119
SERPINE1	ILMN_1744381
LOC643424	ILMN_1719139
CHRNA1	ILMN_2268969
CHRNA1	ILMN_2361768
LOC729780	ILMN_3299682
WBSCR19	ILMN_1718311
WBSCR19	ILMN_1694571
HOXC13	ILMN_1759676
LCE1E	ILMN_1689849
DNASE1L1	ILMN_2380967
DNASE1L1	ILMN_3249756
LOC729898	ILMN_3305447
ZNF140	ILMN_1727923
LOC441601	ILMN_1731707
ERBB3	ILMN_2397602
ERBB3	ILMN_1737993
LOC285407	ILMN_1669715
MON1B	ILMN_1771651
LOC653097	ILMN_1701770
FAM47E	ILMN_3237062
CTGLF1	ILMN_2189007
AK3L1	ILMN_1686522
AK3L1	ILMN_1798249
AK3L1	ILMN_1764090
LOC642816	ILMN_1678895
LOC642816	ILMN_1749776
FBXL10	ILMN_1794260
FBXL10	ILMN_1658232
PTPN20B	ILMN_1798837
LOC400352	ILMN_3285238
AKR1C3	ILMN_1713124
TMEM63C	ILMN_1792094
LOC202134	ILMN_1656232
LOC202134	ILMN_1780083
MIR135B	ILMN_3308976
SP1	ILMN_1676010
LOC390856	ILMN_1700436
LOC646569	ILMN_1805585
LHFPL2	ILMN_1747744
LOC653238	ILMN_1662772
C16orf80	ILMN_2112599
CDC42	ILMN_1675156
CDC42	ILMN_1738424
CDC42	ILMN_2408139
CCDC103	ILMN_1791905
GSTM5	ILMN_1750790
YWHAE	ILMN_1807535
TCEAL4	ILMN_1748625
LOC729086	ILMN_3230435
LOC729086	ILMN_3220718
MXI1	ILMN_1663497
ZKSCAN4	ILMN_1804571
FNDC1	ILMN_1734653
LOC729394	ILMN_3244750
DIDO1	ILMN_1763605
CR1	ILMN_2388112
VPS26A	ILMN_2344850
WDR62	ILMN_1673073
LOC100132769	ILMN_3246839
STEAP2	ILMN_1809101
TIMM23B	ILMN_3226669
FAM134C	ILMN_1666449
C6orf204	ILMN_1793559
KCNK2	ILMN_1666656
SLC30A2	ILMN_2415421
MESTIT1	ILMN_3237149
P2RX6	ILMN_3243924
C6orf132	ILMN_3252665
LOC286094	ILMN_1728125
TAS2R4	ILMN_1745038
ZNF763	ILMN_1727183
PTCHD3	ILMN_2054481
LOC645711	ILMN_1801962
MED11	ILMN_1762639
LOC152742	ILMN_1843138
GFPT1	ILMN_2220184
GFPT1	ILMN_2220187
FLJ45079	ILMN_1754132
FNTA	ILMN_2374191
FNTA	ILMN_1721704
CTDSPL2	ILMN_1665655
GALNT2	ILMN_1814606
NDUFB11	ILMN_1749709
LOC653702	ILMN_1658531
C10orf4	ILMN_2375141
ADAMTS19	ILMN_1656171
KIAA1543	ILMN_1809208
LOC100134230	ILMN_3241173
SLC6A9	ILMN_2252701
LOC440053	ILMN_2084912
NQO1	ILMN_1720282
PRSS12	ILMN_1672720
HIRIP3	ILMN_1678037
WTAP	ILMN_2260725
WTAP	ILMN_1657618
LOC100132653	ILMN_3237895
PAGE5	ILMN_2363141
PAGE5	ILMN_1695992
PAGE5	ILMN_1744656
LOC646146	ILMN_1815571
APC	ILMN_1662668
USP20	ILMN_1750325
MRAS	ILMN_1748881
C15orf59	ILMN_2141118
FSD1CL	ILMN_1677572
GOLGA6	ILMN_1737359
LOC388481	ILMN_1709221
LOC441126	ILMN_1697123
PCDHGC3	ILMN_2345824
LOC401860	ILMN_1784900
LOC100130128	ILMN_3266014
PPP5C	ILMN_1745332
LOC390427	ILMN_1723855
FEM1C	ILMN_1703330
FLJ21767	ILMN_1655196
FLJ21767	ILMN_1672800
FAIM2	ILMN_1803855
LOC100132932	ILMN_3245865
LOC646766	ILMN_1775243
CMTM6	ILMN_1696494
PGBD2	ILMN_1735075
LOC645897	ILMN_1746842
FCGR2B	ILMN_1660027
FCGR2B	ILMN_2382403
MAP2K1	ILMN_1694240
LOC127011	ILMN_1677956
HTR3B	ILMN_1762210
AGGF1	ILMN_1776153
TTTY20	ILMN_1768489
WWP1	ILMN_2215370
CCNJ	ILMN_2206812
LOC648987	ILMN_1778456
ALDH5A1	ILMN_2372398
ALDH5A1	ILMN_2372403
SH3BP2	ILMN_1801914
FAM81A	ILMN_1699623
THTPA	ILMN_1737168
LOC653489	ILMN_1711073
KIAA1026	ILMN_1798458
KIAA1026	ILMN_1770927
LOC642346	ILMN_3281128
LOC642346	ILMN_3204619
LOC653421	ILMN_1781601
TMBIM6	ILMN_1693311
IKBIP	ILMN_1701402
LOC649214	ILMN_1800033
LOC649214	ILMN_1676938
CCDC91	ILMN_1676523
LOC647488	ILMN_1767595
LOC646004	ILMN_1713811
TOMM40L	ILMN_2065606
KIAA1285	ILMN_1749583
MIR379	ILMN_3309769
LOC345537	ILMN_1722969
DCP1A	ILMN_1809285
PRMT5	ILMN_2403889
ARPC3	ILMN_1655561
CPEB1	ILMN_2288905
MIR1185-1	ILMN_3309164
RAB9P1	ILMN_1779710
SMC5	ILMN_1757132
LOC644229	ILMN_1689701
POM121L10P	ILMN_3251332
LOC401845	ILMN_1653579
SLC30A8	ILMN_1774869
KBTBD11	ILMN_1784630
TSPAN4	ILMN_2290522
LOC646426	ILMN_1699806
LOC283767	ILMN_1651980
LOC283767	ILMN_1730369
LOC283767	ILMN_1728933
PPM2C	ILMN_2218780
BCL2L14	ILMN_1717976
BCL2L14	ILMN_1773925
MYT1L	ILMN_1685582
PCBD1	ILMN_1795906
PCBD1	ILMN_1786105
AXUD1	ILMN_1703123
FAM102A	ILMN_2291455
FAM102A	ILMN_2401779
FAM102A	ILMN_1745112
PSMB3	ILMN_1748651
MALAT1	ILMN_2141650
GTF2IRD1	ILMN_1669717
GTF2IRD1	ILMN_1712628
LOC652794	ILMN_3242982
FOXD4	ILMN_1786473
RNF38	ILMN_2273882
LOC729731	ILMN_3245028
WNK3	ILMN_2394557
WNK3	ILMN_2394552
MIR1302-4	ILMN_3309309
MYCL1	ILMN_1803650
LOC648220	ILMN_1802218
LOC653539	ILMN_1654043
LOC653539	ILMN_1671329
ALDH16A1	ILMN_2051381
COPG2	ILMN_1809496
CCL1	ILMN_2086965
TP53I13	ILMN_1666178
UPRT	ILMN_2154101
GLIS2	ILMN_1710985
LOC653643	ILMN_1708126
LOC401252	ILMN_2125590
LOC401252	ILMN_1722966
CDC14C	ILMN_1751463
CRNN	ILMN_1727220
NUDT8	ILMN_2175659
LOC650147	ILMN_1799357
LOC647570	ILMN_1804538
LOC644277	ILMN_1784707
LOC100132863	ILMN_3282529
LOC653425	ILMN_1660071
SMYD4	ILMN_2086238
EFCAB6	ILMN_2388403
NPFF	ILMN_1682503
TP73L	ILMN_2138801
VAMP4	ILMN_1761363
VAMP4	ILMN_1804676
LOC440280	ILMN_1799069
MAEA	ILMN_2327090
LOC647157	ILMN_3235571
LOC654000	ILMN_1658034
LOC644743	ILMN_1769187
LOC644743	ILMN_1671971
LOC645744	ILMN_3212729
PCGF2	ILMN_1809859
FCRL2	ILMN_1761873
LOC389906	ILMN_1771554
LOC100128336	ILMN_3256789
OR3A4	ILMN_1751645
LOC100128013	ILMN_3184512
FGF21	ILMN_1772789
FGF21	ILMN_2056569
EID2B	ILMN_1798085
EID2B	ILMN_2051900
DYNLRB2	ILMN_1697317
VEGFA	ILMN_2375879
CGGBP1	ILMN_1752631
CGGBP1	ILMN_1797806
LOC647696	ILMN_3285055
LOC647696	ILMN_3208546
UCP2	ILMN_1685625
LOC729143	ILMN_3306752
ZNF676	ILMN_3244291
FAM113B	ILMN_1712431
EML2	ILMN_3240541
LOC645581	ILMN_1738957
PLEKHA1	ILMN_2394250
UCK2	ILMN_1768662
FAM118A	ILMN_1809147
LOC442153	ILMN_3199896
PHF6	ILMN_2325194
AAA1	ILMN_1675204
PPIL3	ILMN_1770020
